clues,nombre,domicilio,codigoPostal,numeroLongitud,numeroLatitud,entidad,estado,institucion,jurisdiccion,localidad,municipio,tipologia
CSSSA001141,TIERRA BLANCA,NO DISPONIBLE,30000,-92.235556,16.281111,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Tierra Blanca,COMITÁN DE DOMÍNGUEZ,CARAVANA
CSSSA001153,SANTA RITA UNINAJAB,NO DISPONIBLE,30000,-92.1461,16.1097,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Santa Rita Uninajab,COMITÁN DE DOMÍNGUEZ,CARAVANA
CSSSA001730,20 DE NOVIEMBRE,NO DISPONIBLE,30120,-92.378611,15.738056,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,20 de Noviembre,CHICOMUSELO,CARAVANA
CSSSA002751,OJO DE AGUA,NO DISPONIBLE,30170,-91.7591,16.1602,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Ojo de Agua,LA INDEPENDENCIA,CARAVANA
CSIMO005666,GUADALUPE VÍCTORIA,NO DISPONIBLE,99999,-91.9817,16.3153,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),IMSS-PROSPERA,COMITÁN,Las Margaritas,LAS MARGARITAS,NO ESPECIFICADO
CSSSA003340,RAFAEL RAMÍREZ,NO DISPONIBLE,30180,-91.946667,16.460833,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Rafael Ramírez,LAS MARGARITAS,CARAVANA
CSSSA003364,SAN ANTONIO LOS ALTOS,NO DISPONIBLE,30180,-91.693333,16.277778,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,San Antonio los Altos,LAS MARGARITAS,CARAVANA
CSSSA003562,NUEVO MATZAN,NO DISPONIBLE,30180,-91.361111,16.121944,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Nuevo Matzám,LAS MARGARITAS,CARAVANA
CSSSA003282,GABRIEL LEYVA VELÁZQUEZ,NO DISPONIBLE,30180,-91.8358,16.4583,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Gabriel Leyva Velázquez,LAS MARGARITAS,UNIDAD MOVIL
CSSSA003335,LOMANTÁN,NO DISPONIBLE,30180,-92.0617,16.4397,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Lomantán,LAS MARGARITAS,CARAVANA
CSSSA003352,RÍO COROZAL,NO DISPONIBLE,30180,-91.5903,16.4917,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Río Corozal,LAS MARGARITAS,CASA DE SALUD
CSSSA003376,SAN ANTONIO LOS MONTES,NO DISPONIBLE,30180,-91.5046,16.2103,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,San Antonio los Montes,LAS MARGARITAS,CASA DE SALUD
CSSSA003434,SANTA ANA LAS FLORES,NO DISPONIBLE,30180,-91.5608,16.2681,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Santa Ana las Flores,LAS MARGARITAS,CASA DE SALUD
CSSSA003446,SANTIAGO GUELATAO,NO DISPONIBLE,30180,-91.7821,16.4614,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Santiago Guelatao,LAS MARGARITAS,CARAVANA
CSSSA003463,VERACRUZ,NO DISPONIBLE,30180,-91.9994,16.4042,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Veracruz,LAS MARGARITAS,UNIDAD MOVIL
CSSSA003521,IGNACIO ALLENDE,NO DISPONIBLE,30180,-91.8831,16.3172,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Ignacio Allende,LAS MARGARITAS,CASA DE SALUD
CSSSA008730,SAN ANTONIO LAS FLORES,NO DISPONIBLE,30180,-91.6347,16.4408,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Candelaria Pachán,LAS MARGARITAS,CARAVANA
CSSSA006280,SAMUEL LEÓN BRINDIS,NO DISPONIBLE,30390,-92.3542,16.1083,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Doctor Samuel León Brindis,SOCOLTENANGO,CARAVANA
CSSSA006251,MARÍA IGNACIA GANDULFO,NO DISPONIBLE,99999,-92.3506,16.2431,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Socoltenango,SOCOLTENANGO,CENTRO DE SALUD
CSIMO005700,PESQUERIA (FRANCISCO J MUJICA),NO DISPONIBLE,99999,-92.0517,16.1178,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),IMSS-PROSPERA,COMITÁN,La Trinitaria,LA TRINITARIA,NO ESPECIFICADO
CSSSA007272,MARÍA IGNACIA GANDULFO,NO DISPONIBLE,30160,-92.041,16.1213,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,La Trinitaria,LA TRINITARIA,CENTRO DE SALUD
CSSSA007441,PENDIENTE,NO DISPONIBLE,99999,-92.0592,15.8986,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Nueva Libertad (El Colorado),LA TRINITARIA,CENTRO DE SALUD
CSSSA007482,NUEVO SABINALITO,NO DISPONIBLE,30160,-92.1722,15.9822,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Sabinalito,LA TRINITARIA,CARAVANA
CSSSA007803,REFORMA AGRARIA I,NO DISPONIBLE,30110,-92.2918,16.1434,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Reforma Agraria Uno,TZIMOL,CARAVANA
CSSSA007774,TZIMOL,NO DISPONIBLE,30110,-92.1867,16.1817,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Tzimol,TZIMOL,CENTRO DE SALUD
CSSSA008544,MARÍA IGNACIA GANDULFO,NO DISPONIBLE,99999,-91.2128,16.2458,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Nueva Argentina,MARAVILLA TENEJAPA,UNIDAD MOVIL
CSSSA008561,SANTO DOMINGO LAS PALMAS,NO DISPONIBLE,29480,-91.3219,16.1367,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,Santo Domingo de las Palmas,MARAVILLA TENEJAPA,CASA DE SALUD
CSSSA008742,NUEVO SABANILLA,NO DISPONIBLE,29480,-91.2186,16.1622,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,COMITÁN,La Bella Ilusión,MARAVILLA TENEJAPA,CARAVANA
CSSSA001310,NUEVO PARAÍSO,PRINCIPAL A UN LADO DE LA IGLESIA,30495,-92.949,15.87,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,VILLAFLORES,Nuevo Paraíso,LA CONCORDIA,UNIDAD MOVIL
CSIMO005736,QUERETARO,NO DISPONIBLE,99999,-93.2675,16.1847,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),IMSS-PROSPERA,VILLAFLORES,Villa Corzo,VILLA CORZO,NO ESPECIFICADO
CSSSA008054,SAN MARCOS,PRINCIPAL AL LADO DE LA CASA EJIDAL,29525,-93.250833,15.980556,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,VILLAFLORES,San Marcos,VILLA CORZO,CASA DE SALUD
CSSSA017254,OFICINA JURISDICCIONAL (VILLAFLORES),NO DISPONIBLE,30470,-93.2635,16.2356,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,VILLAFLORES,Villaflores,VILLAFLORES,OFICINAS
CSSSA008626,EMILIANO ZAPATA,NO DISPONIBLE,99999,-92.722222,15.648889,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,VILLAFLORES,Emiliano Zapata,MONTECRISTO DE GUERRERO,CENTRO DE SALUD
CSSSA008783,LA PAZ DE SABINE II,NO DISPONIBLE,30370,-92.628611,15.655,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,VILLAFLORES,La Aleluya,MONTECRISTO DE GUERRERO,CARAVANA
CSSSA000231,FRANCISCO I. MADERO,A UN LADO DEL JARDÍN DE NIÑOS,29700,-92.9177,17.4413,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Francisco I. Madero,AMATÁN,CASA DE SALUD
CSSSA000296,SAN LORENZO,A UN COSTADO DE LA CASA EJIDAL,29700,-92.92,17.3745,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,San Lorenzo,AMATÁN,CASA DE SALUD
CSSSA000721,TEOPISCA,NO DISPONIBLE,99999,-92.9542,17.1233,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Shashalpa,BOCHIL,UNIDAD MOVIL
CSSSA002606,RAMOS CUBILETE,NO DISPONIBLE,29710,-92.6817,17.2592,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Ramos Cubilete,HUITIUPÁN,CENTRO DE SALUD
CSIMO005654,LIBERTAD LA,NO DISPONIBLE,99999,-93.0092,17.2928,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),IMSS-PROSPERA,PICHUCALCO,Ixhuatán,IXHUATÁN,NO ESPECIFICADO
CSSSA002804,SANTA ANITA,FRENTE A LA CANCHA DE BASQUETBOL,29720,-92.9778,17.2975,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Santa Anita,IXHUATÁN,CASA DE SALUD
CSSSA002915,LLANOS MORELOS 1A. SECCIÓN,NO DISPONIBLE,29590,-92.9606,17.4917,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Llanos Morelos 1ra. Sección,IXTAPANGAJOYA,CASA DE SALUD
CSSSA003072,TEOPISCA,NO DISPONIBLE,29510,-93.1964,17.6091,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Juárez,JUÁREZ,CENTRO DE SALUD
CSSSA004414,OSTUACÁN,DR. BELISARIO DOMÍNGUEZ,29550,-93.3358,17.406,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Ostuacán,OSTUACÁN,CENTRO DE SALUD
CSSSA004921,SAN ISIDRO LAS BANDERAS,A MEDIA CUADRA DE LA TORTILLERIA HERNÁNDEZ,29660,-93.06,17.2313,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,San Isidro las Banderas,PANTEPEC,CENTRO DE SALUD
CSSSA004933,EL TRIUNFO,CERCA DE LA TIENDA CONASUPO,29660,-93.0536,17.2172,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,El Triunfo,PANTEPEC,CASA DE SALUD
CSSSA004974,CAMOAPITA 1A. SECCIÓN,LOCALIDAD CAMOAPITA PRIMERA SECCIÓN,29520,-93.1877,17.5294,CHIAPAS,FUERA DE OPERACIÓN (TOTAL O PARCIAL),SSA,PICHUCALCO,Camoapita 1ra. Sección A (San Isidro),PICHUCALCO,CASA DE SALUD
CSIMO003665,SONORA,DOMICILIO CONOCIDO,29756,-92.835833,17.172778,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Sonora,PUEBLO NUEVO SOLISTAHUACÁN,UNIDAD MEDICA
CSSSA005353,ARROYO GRANDE,PASANDO EL PUENTE,29750,-92.871389,17.190278,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Arroyo Grande,PUEBLO NUEVO SOLISTAHUACÁN,CENTRO DE SALUD
CSSSA005370,AURORA ERMITA,NO DISPONIBLE,29750,-92.8739,17.2358,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Aurora Ermita,PUEBLO NUEVO SOLISTAHUACÁN,CASA DE SALUD
CSSSA005382,LOS LOTES,NO DISPONIBLE,29750,-92.885278,17.151111,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Los Lotes,PUEBLO NUEVO SOLISTAHUACÁN,CASA DE SALUD
CSSSA005394,EL ESTORAQUE,NO DISPONIBLE,29750,-92.916944,17.145833,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,El Estoraque,PUEBLO NUEVO SOLISTAHUACÁN,CASA DE SALUD
CSSSA005406,MONTE OLIVO,NO DISPONIBLE,29750,-92.8375,17.209722,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Monte Olivo,PUEBLO NUEVO SOLISTAHUACÁN,CASA DE SALUD
CSSSA005411,PLAN LÁZARO CÁRDENAS,NO DISPONIBLE,29750,-92.7875,17.2086,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Plan Lázaro Cárdenas,PUEBLO NUEVO SOLISTAHUACÁN,CASA DE SALUD
CSSSA005423,EMILIANO ZAPATA II,NO DISPONIBLE,29750,-92.818889,17.195556,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Emiliano Zapata (San Jerónimo),PUEBLO NUEVO SOLISTAHUACÁN,CASA DE SALUD
CSSSA005341,PUEBLO NUEVO SOLISTAHUACÁN,PRIMERA NORTE Y SEGUNDA PONIENTE,29750,-92.896944,17.156944,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Pueblo Nuevo Solistahuacán,PUEBLO NUEVO SOLISTAHUACÁN,CENTRO DE SALUD
CSIMO003670,RAYÓN,DOMICILIO CONOCIDO,29740,-93.0125,17.2025,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Rayón,RAYÓN,UNIDAD MEDICA
CSSSA005435,RAYÓN,NO DISPONIBLE,29740,-93.011389,17.200278,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Rayón,RAYÓN,CENTRO DE SALUD
CSSSA005440,CARRIZAL,NO DISPONIBLE,29740,-92.9917,17.14,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Carrizal,RAYÓN,CASA DE SALUD
CSSSA005452,GUADALUPE VICTORIA,NO DISPONIBLE,29740,-92.988889,17.185833,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Guadalupe Victoria,RAYÓN,CASA DE SALUD
CSIMO006161,RAYON,CAMINO A RAYÓN,29740,-93.011667,17.200833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Rayón,RAYÓN,UNIDAD MOVIL
CSIMO003682,CRISTO REY,DOMICILIO CONOCIDO,29506,-93.276944,17.837222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Cristo Rey,REFORMA,UNIDAD MEDICA
CSIMS000176,UMF 40 C. REFORMA,CARRETERA REFORMA,29500,-93.1592,17.8651,CHIAPAS,EN OPERACIÓN,IMSS,PICHUCALCO,Reforma,REFORMA,UNIDAD MEDICA
CSIST000321,REFORMA,PASEO DE LA REFORMA,99999,-93.1476,17.8648,CHIAPAS,EN OPERACIÓN,ISSSTE,PICHUCALCO,Reforma,REFORMA,UNIDAD MEDICA
CSSSA020152,CENTRO DE SALUD MIGUEL ALDAMA,CERCA DE LA ESCUELA PRIMARIA CUAUHTEMOC,29503,-93.317575,17.802849,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Miguel Aldama,REFORMA,CENTRO DE SALUD
CSSSA005493,MACAYO 2A. SECCIÓN,NO DISPONIBLE,29509,-93.276111,17.976944,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Macayo 2da. Sección,REFORMA,CENTRO DE SALUD
CSSSA018880,CENTRO DE SALUD RURAL MACAYO 3a. SECCIÓN,CERCA DE LA ESCUELA PRIMARIA,29509,-93.295,17.940833,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Macayo 3ra. Sección,REFORMA,CENTRO DE SALUD
CSSSA017574,SAN MIGUEL 1a. SECCIÓN,NO DISPONIBLE,99999,-93.169444,17.936389,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,San Miguel 1ra. Sección,REFORMA,CENTRO DE SALUD
CSSSA017591,RAFAEL PASCACIO GAMBOA,NO DISPONIBLE,99999,-93.269444,17.917778,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Rafael Pascacio Gamboa,REFORMA,CENTRO DE SALUD
CSSSA005505,SANTA CRUZ,NO DISPONIBLE,29500,-93.163333,17.8075,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Santa Cruz (Sitio Grande),REFORMA,CARAVANA
CSSSA005481,IGNACIO ZARAGOZA,NO DISPONIBLE,29500,-93.188333,17.870278,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Ignacio Zaragoza,REFORMA,CASA DE SALUD
CSSSA005464,REFORMA,NO DISPONIBLE,29500,-93.146389,17.863889,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Reforma,REFORMA,CENTRO DE SALUD
CSSMP001442,FARMACIAS SIMILARES,SIN DOMICILIO,29500,,,CHIAPAS,EN OPERACIÓN,SMP,PICHUCALCO,Reforma,REFORMA,NO ESPECIFICADO
CSSMP001451,FARMACIAS SIMILARES,SIN DOMICILIO,29500,,,CHIAPAS,EN OPERACIÓN,SMP,PICHUCALCO,Reforma,REFORMA,NO ESPECIFICADO
CSSMP001460,FARMACIAS SIMILARES,SIN DOMICILIO,29500,,,CHIAPAS,EN OPERACIÓN,SMP,PICHUCALCO,Reforma,REFORMA,NO ESPECIFICADO
CSSMP001475,FARMACIAS SIMILARES,SIN DOMICILIO,29500,,,CHIAPAS,EN OPERACIÓN,SMP,PICHUCALCO,Reforma,REFORMA,NO ESPECIFICADO
CSIMO004020,EL JARDÍN,DOMICILIO CONOCIDO,29834,-92.599722,17.165556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,El Jardín,SIMOJOVEL,UNIDAD MEDICA
CSIMO004032,LUIS ESPINOSA,DOMICILIO CONOCIDO,30587,-92.69,17.115556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Luis Espinosa,SIMOJOVEL,UNIDAD MEDICA
CSIMO004044,LAS MARAVILLAS,DOMICILIO CONOCIDO,29831,-92.556389,17.134722,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Las Maravillas,SIMOJOVEL,UNIDAD MEDICA
CSIMO004056,LA PIMIENTA,DOMICILIO CONOCIDO,29823,-92.762222,17.141111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,La Pimienta,SIMOJOVEL,UNIDAD MEDICA
CSIMO004061,PUEBLO NUEVO SITALA,DOMICILIO CONOCIDO,29830,-92.483056,17.138889,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Pueblo Nuevo Sitala,SIMOJOVEL,UNIDAD MEDICA
CSIST000420,SIMOJOVEL,AVENIDA EMILIANO ZAPATA,99999,-92.7097,17.1427,CHIAPAS,EN OPERACIÓN,ISSSTE,PICHUCALCO,Simojovel de Allende,SIMOJOVEL,UNIDAD MEDICA
CSSSA017586,LA CEIBA,NO DISPONIBLE,29820,-92.517778,17.133056,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,La Ceiba,SIMOJOVEL,CENTRO DE SALUD
CSSSA006140,EJIDO CONSTITUCIÓN,NO DISPONIBLE,29820,-92.5224,17.0741,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Constitución,SIMOJOVEL,CENTRO DE SALUD
CSSSA006106,CARMITO BUENA VISTA,NO DISPONIBLE,29820,-92.678611,17.135278,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,El Carmito Buenavista,SIMOJOVEL,CARAVANA
CSSSA012353,CARAVANA TIPO 0 JOCHOMPAT CARMEN GRANDE,ALDAMA,29520,-92.602191,17.127423,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Jochampat Carmen Grande (Las Laminas),SIMOJOVEL,CARAVANA
CSSSA012790,CARAVANA TIPO 0 LAS LIMAS,ALDAMA,29520,-92.699952,17.096092,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Las Limas,SIMOJOVEL,CARAVANA
CSSSA012772,CARAVANA TIPO 0 YUQUÍN,ALDAMA,29520,-92.741944,17.096667,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Yuquín,SIMOJOVEL,CARAVANA
CSSSA012580,CARAVANA TIPO 0 JOSE CASTILLO TIELEMANS,ALDAMA,30191,-92.529167,17.145,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,José Castillo Tielemans,SIMOJOVEL,CARAVANA
CSSSA006152,LOS POCITOS,NO DISPONIBLE,29820,-92.726944,17.138056,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Los Pocitos,SIMOJOVEL,CASA DE SALUD
CSSSA006164,GUADALUPE VICTORIA,NO DISPONIBLE,29820,-92.764444,17.164722,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Guadalupe Victoria Dos,SIMOJOVEL,CASA DE SALUD
CSSSA006181,CONCEPCIÓN BUENAVISTA,NO DISPONIBLE,29820,-92.751944,17.178056,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Concepción Buenavista,SIMOJOVEL,CASA DE SALUD
CSSSA006094,SIMOJOVEL,NO DISPONIBLE,29820,-92.7086,17.139,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Simojovel de Allende,SIMOJOVEL,CENTRO DE SALUD
CSIMO004126,SOLOSUCHIAPA,DOMICILIO CONOCIDO,29580,-93.029167,17.43,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Solosuchiapa,SOLOSUCHIAPA,UNIDAD MEDICA
CSSSA006333,CERRO DE LAS CAMPANAS,NO DISPONIBLE,29580,-92.973056,17.334444,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Cerro las Campanas,SOLOSUCHIAPA,CENTRO DE SALUD
CSSSA017912,CENTRO DE SALUD MUNICIPAL SOLOSUCHIAPA,PROLONGACIÓN DE FRANCISCO I. MADERO AUN COSTADO DEL TELEBACHILLERATO,29580,-93.030833,17.427778,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Solosuchiapa,SOLOSUCHIAPA,CENTRO DE SALUD
CSSSA019575,CENTRO DE SALUD MICROREGIONAL NUEVO SAN ANTONIO,A UN COSTADO DE UNA TIENDA PARTICULAR,29580,-92.9981,17.4039,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Nuevo San Antonio,SOLOSUCHIAPA,CENTRO DE SALUD
CSSSA006321,EL BENEFICIO,NO DISPONIBLE,29580,-93.006,17.3497,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,El Beneficio,SOLOSUCHIAPA,CASA DE SALUD
CSIMO004225,SUNUAPA,DOMICILIO CONOCIDO,29540,-93.243056,17.488889,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Sunuapa,SUNUAPA,UNIDAD MEDICA
CSSSA006391,ESQUIPULAS,NO DISPONIBLE,29540,-93.260556,17.501667,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Esquipulas,SUNUAPA,CASA DE SALUD
CSIMO004382,TAPALAPA,DOMICILIO CONOCIDO,29170,-93.104722,17.189444,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Tapalapa,TAPALAPA,UNIDAD MEDICA
CSSSA006666,MAZONO,NO DISPONIBLE,29670,-93.125833,17.261667,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Mazono,TAPALAPA,CASA DE SALUD
CSIMO004394,PORTACELI,DOMICILIO CONOCIDO,29130,-92.988333,17.247222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Portaceli,TAPILULA,UNIDAD MEDICA
CSIMO005893,MICRO XIV,DOMICILIO CONOCIDO,29130,-92.98789,17.246525,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,Portaceli,TAPILULA,REGIONALIZACION
CSIST000222,TAPILULA,SALIDA A TUXTLA,99999,-93.0162,17.2475,CHIAPAS,EN OPERACIÓN,ISSSTE,PICHUCALCO,Tapilula,TAPILULA,UNIDAD MEDICA
CSSSA017521,H. B. C. DE TAPILULA,"Calle Central Norte, Barrio de Guadalupe, entre 1a y 2a Norte Pte. Carretera a Pichucalco s/n atrás de la Iglresia",29730,-93.0156,17.2551,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Tapilula,TAPILULA,HOSPITAL
CSSSA006683,SAN FRANCISCO JACONA,NO DISPONIBLE,29730,-93.0325,17.262778,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,San Francisco Jaconá,TAPILULA,CASA DE SALUD
CSSMP001091,FARMACIAS SIMILARES,SIN DOMICILIO,29730,,,CHIAPAS,EN OPERACIÓN,SMP,PICHUCALCO,Tapilula,TAPILULA,NO ESPECIFICADO
CSIMO004015,SAN ANDRÉS DURAZNAL,DOMICILIO CONOCIDO,29820,-92.803333,17.128611,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PICHUCALCO,San Andrés Duraznal,SAN ANDRÉS DURAZNAL,UNIDAD MEDICA
CSSSA019592,CENTRO DE SALUD MICROREGIONAL RIVERA GALEANA,10 MINUTOS ANTES DE LLEGAR A SAN ANDRES DURAZNAL,29828,-92.783333,17.125556,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Rivera Galeana,SAN ANDRÉS DURAZNAL,CENTRO DE SALUD
CSSSA018175,CARAVANA TIPO 1 JOTOLCHÉN,FRENTE A LA CASA EJIDAL,29828,-92.7828,17.15,CHIAPAS,EN OPERACIÓN,SSA,PICHUCALCO,Jotolchén,SAN ANDRÉS DURAZNAL,CARAVANA
CSIMO000602,CATAZAJÁ,DOMICILIO CONOCIDO,29980,-92.011389,17.723333,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PALENQUE,Catazajá,CATAZAJÁ,UNIDAD MEDICA
CSIMO000614,CUYO (ÁLVARO OBREGÓN),DOMICILIO CONOCIDO,29980,-91.999722,17.849444,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PALENQUE,Cuyo (Álvaro Obregón),CATAZAJÁ,UNIDAD MEDICA
CSIMO000626,LOMA BONITA,DOMICILIO CONOCIDO,29980,-92.0775,17.785556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PALENQUE,Loma Bonita,CATAZAJÁ,UNIDAD MEDICA
CSIMO000631,IGNACIO ZARAGOZA,DOMICILIO CONOCIDO,30919,-91.991389,17.786389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,PALENQUE,Ignacio Zaragoza,CATAZAJÁ,UNIDAD MEDICA
CSSSA000820,C.S. VILLA FRACCIONAMIENTO EL ROSARIO,NO DISPONIBLE,29980,-92.099722,17.805833,CHIAPAS,EN OPERACIÓN,SSA,PALENQUE,El Rosario,CATAZAJÁ,CENTRO DE SALUD
